Company Name	Position Title	Position Type	Location	Company Stage	Monthly Salary	Monthly Stock/ Stipend	Annualized Base Salary	Stock/ Stipend per Year	Signing Bonus	Additional Benefits	Did You Negotiate the Offer?	Did You Accept the Offer?	Time Frame From First Interview Invitation to Offer in Weeks	Sex	Degree Level	Last Year of College	Last School Attended	Major	Additional Information	Intern Conversion	Base Salary	Base Salary Rate	Housing Stipend	Stock Bonuses/Benefits	Stock in currency or number of units	Stock Vesting Schedule Details	Annualized Recurring Renumeration (inc. stock and stipend)	Recurring Renumeration per Month (inc. stock and stipend)	Total First Year Annualized Renumeration(including Signon & Relocation)	Timestamp
Microsoft	Software Engineer	Full Time	Seattle	Public	8916.666667	2500	107000	30000	30		Prefer not to disclose	Yes		Male	Bachelors	Senior	Top 3 Canadian school			Yes	107000	Per year		120000	USD	25/25/25/25	"$137,000 "	"$11,417 "	"$137,030 "	12/4/2016 3:59
Facebook	Software Engineer	Full Time	Menlo Park	Public	8916.666667	3333.333333	107000	40000	75000	"laundry,food,"	No	Yes	4	Male	Bachelors	Senior	UC Berkeley	Computer Science		No	107000	Per year		160000	USD	4 year with 1year cliff	"$147,000 "	"$12,250 "	"$222,000 "	12/4/2016 4:01
"size:40-50 , Private"	Software Engineer	Full Time	Pakistan	Private	305	0	3660	0			Yes	Yes		Male	Bachelors	Graduate		Computer Science		No	305	Per month		0	No Stock Offered		"$3,660 "	$305 	"$3,660 "	12/4/2016 4:41
AppNexus	Software Engineer	Full Time	"New York, NY"	Series D+	10000	0	120000	0	12500		No	No		Female	Bachelors	Senior	Ivy League	Computer Science		Yes	120000	Per year		0	USD		"$120,000 "	"$10,000 "	"$132,500 "	12/4/2016 4:41
Bloomberg	Software Engineer	Full Time	"New York, NY"	Private	10958.33333	0	131500	0	0	13500 annual target bonus	No	No		Female	Bachelors	Senior	Ivy League	Computer Science		No	131500	Per year		0	USD		"$131,500 "	"$10,958 "	"$131,500 "	12/4/2016 4:43
Amazon	Software Engineer	Full Time	Any office	Public	8583.333333	1354.166667	103000	16250	18500	$2500 relocation	No	No		Female	Bachelors	Senior	Ivy League	Computer Science		No	103000	Per year		65000	USD	4 years	"$119,250 "	"$9,938 "	"$137,750 "	12/4/2016 4:46
Microsoft	Program Management Intern	Intern	"Redmond, WA"	Public	7200	4000	86400	48000	0		No	Yes		Male	Bachelors	Junior	Stanford University	Computer Science		No	7200	Per month	4000	0	No Stock Offered		"$134,400 "	"$11,200 "	"$134,400 "	12/4/2016 5:01
Apple	Bluetooth QA Engineer	Full Time	"Cupertino, California"	Public	8749.866667	1041.666667	104998.4	12500	10000	"Pay for relocation, one month corporate housing"	No	Yes	8	Female	Bachelors	Super Senior	"Cal Poly, San Luis Obispo"	Computer Engineering		No	50.48	Per hour		50000	USD		"$117,498 "	"$9,792 "	"$127,498 "	12/4/2016 5:44
Mutual of Omaha		Full Time	"Omaha, NE"	Private	4583.333333	0	55000	0	0	Zoo Membership	Prefer not to disclose	Yes	4	Male	Bachelors	Graduate	Northwestern	Psychology	None	No	55000	Per year	0	0	No Stock Offered	0	"$55,000 "	"$4,583 "	"$55,000 "	12/4/2016 6:51
Lockheed Martin	Software Technical Staff	Full Time	"Dartmouth, Nova Scotia, Canada"	Public	5166.666667	0	62000	0	0	"Health care, Dental coverage"	No	No	1	Male	Bachelors	Graduate	Dalhousie University	Computer Science		No	62000	Per year	0	0	USD		"$62,000 "	"$5,167 "	"$62,000 "	12/4/2016 9:16
Bridgewater Associates	Technology Associate Intern	Intern	"Stamford, CT"	Private	9750	0	117000	0	2500		Prefer not to disclose	Yes	4	Female	Bachelors						4500	Per bi-week (fortnight)		0	USD		"$117,000 "	"$9,750 "	"$119,500 "	12/4/2016 10:34
GE Healthcare	Operations Management Leadership Program  Intern	Intern	Wisconsin	Public	3986.666667	600	47840	7200	0		No	Yes	1	Male	Bachelors	Senior	Midwest Private College	Mechanical Engineering		No	23	Per hour	600	0	No Stock Offered		"$55,040 "	"$4,587 "	"$55,040 "	12/4/2016 11:14
Microsoft	Software development	Intern	"Redmond, WA"	Private	7800	1400	93600	16800	1600	"Gym membership, orca pass, round flight to USA"	No	Yes	7	Male	Bachelors	Sophomore					3600	Per bi-week (fortnight)	1400	0	No Stock Offered		"$110,400 "	"$9,200 "	"$112,000 "	12/4/2016 11:28
MongoDB	Software Engineering Intern	Intern	"New York, NY"	Series D+	7390	2270	88680	27240	600	Free Housing	Prefer not to disclose	Yes	2	Male	Bachelors	Junior	Top 10 School	Computer Science			7390	Per month	2270	0	USD		"$115,920 "	"$9,660 "	"$116,520 "	12/4/2016 12:10
Google	Software Development Engineer	Full Time	"Mountain View, CA, USA"	Public	9166.666667	416.6666667	110000	5000	15000		No	No	6	Male	Bachelors	Super Senior	"University of British Columbia, BC, Canada"	Computer Science		No	110000	Per year		20000	USD	4 years	"$115,000 "	"$9,583 "	"$130,000 "	12/4/2016 13:10
Salesforce	Product Management Intern	Intern	San Francisco	Public	5600	1500	67200	18000				Yes		Male	Bachelors	Junior	Georgia Tech	Industrial Engineering			5600	Per month	1500	0	No Stock Offered		"$85,200 "	"$7,100 "	"$85,200 "	12/4/2016 14:24
IBM	Software Developer	Full Time	Austin	Public	7500	83.33333333	90000	1000	4000		No	Yes		Male	Bachelors	Senior	University of Florida	Computer Science Engineering		Yes	90000	Per year		4000	USD		"$91,000 "	"$7,583 "	"$95,000 "	12/4/2016 14:45
Microsoft	Software Engineer	Full Time	"Seattle, WA"	Public	9583.333333	3645.833333	115000	43750	50000		Yes	Yes		Male	Bachelors	Senior	MIT	CS		Yes	115000	Per year		175000	USD	3.5	"$158,750 "	"$13,229 "	"$208,750 "	12/4/2016 16:19
"Chip Manufacturing, 5-10k employees"	 Business Analyst	Full Time	Silicon Valley	Public	7250	0	87000	0	5000		No	Yes	3	Male	Masters	Graduate	UC Berkeley	IE		No	87000	Per year		500	Number of Units	"4 yrs, vests qrtrly"	"$87,000 "	"$7,250 "	"$92,000 "	12/4/2016 18:47
Bank of America	Summer Analyst	Intern	"Palo Alto, CA"	Public	4047.333333	2000	48568	24000			No	Yes	4	Female	Bachelors	Junior	University of Notre Dame	Finance & Economics			23.35	Per hour	2000	0	No Stock Offered		"$72,568 "	"$6,047 "	"$72,568 "	12/4/2016 18:52
Travelers	IT Internship	Intern	"Hartford, CT"	Public	3466.666667	0	41600	0			No	No	2	Female	Bachelors	Junior		Not CS	"Housing provided and fully paid for, value of housing unknown"		20	Per hour		0	No Stock Offered		"$41,600 "	"$3,467 "	"$41,600 "	12/4/2016 19:43
Amazon	Systems Development Engineer II	Full Time	"Seattle, WA"	Public	10000	0	120000	0	74500		Yes	Yes		Male	Bachelors	Graduate	Top UK CS School	Computer Science		No	120000	Per year	0	200	Number of Units	"4 years, 5/15/40/40"	"$120,000 "	"$10,000 "	"$194,500 "	12/4/2016 19:51
Qualtrics	Software Engineer	Full Time	"Seattle, WA"	Series B	9479.166667	0	113750	0	10000		No	Still considering	4	Male	Bachelors	Senior	UCLA	Computer Science		No	4375	Per bi-week (fortnight)		5000	Number of Units		"$113,750 "	"$9,479 "	"$123,750 "	12/4/2016 20:04
Amazon Lab126	SDE	Full Time	"Sunnyvale, CA"	Public	9833.333333	1562.5	118000	18750	40000		No	Yes	8	Prefer Not to Disclose	Bachelors	Senior	Midwest State College	ECE		No	118000	Per year		75000	USD	"5%, 15%, 40%, 40%"	"$136,750 "	"$11,396 "	"$176,750 "	12/4/2016 22:21
Microsoft	Program Manager	Full Time	"Redmond, WA"	Public	8916.666667	1250	107000	15000	15000		No	Yes	12	Male	Bachelors	Senior	University of Virginia	Computer Science		Yes	107000	Per year		60000	USD	4 years	"$122,000 "	"$10,167 "	"$137,000 "	12/4/2016 22:57
Groupon Inc	Software Engineer II	Full Time	"Palo Alto, California"	Public	9395.833333	1666.666667	112750	20000	30000	"Free lunch, unlimited paid vacations"	No	Yes	6	Male	Bachelors	Senior	University of Illinois Urbana Champaign	Computer Science		No	112750	Per year		80000	USD	"4 years, quarterly vesting after 1st year"	"$132,750 "	"$11,063 "	"$162,750 "	12/4/2016 23:15
Salesforce	Software Engineering Intern	Intern	San Francisco Bay Area	Public	7000	1500	84000	18000						Female	Bachelors					No	7000	Per month	1500	0	USD		"$102,000 "	"$8,500 "	"$102,000 "	12/5/2016 0:59
Optum		Intern	Phoenix	Private	3300	0	39600	0			Yes	No		Female	Bachelors	Junior					3300	Per month		0	USD		"$39,600 "	"$3,300 "	"$39,600 "	12/5/2016 1:00
Intuit	Software Engineer Coop	Intern	"Mountain View, CA"	Public	6880	2000	82560	24000			No	Yes	1	Male	Masters	Graduate	Northeastern University	Computer Science		No	6880	Per month	2000	0	USD		"$106,560 "	"$8,880 "	"$106,560 "	12/5/2016 2:49
Amazon	Software Engineer Intern	Intern	"Seattle, WA"	Public	8138	2500	97656	30000			No	Still considering		Male	Masters	Graduate	Northeastern University	Computer Science			8138	Per month	2500	0	USD		"$127,656 "	"$10,638 "	"$127,656 "	12/5/2016 2:50
Intuit		Intern	Mountain View	Public	6933.333333	0	83200	0		"Corporate housing, car"	Prefer not to disclose	Yes	2	Female	Bachelors	Senior		Computer Science			40	Per hour		0	No Stock Offered		"$83,200 "	"$6,933 "	"$83,200 "	12/5/2016 12:50
TripAdvisor	Software Engineer Intern	Intern	"Needham, MA"	Public	6066.666667	0	72800	0	4000		No	Yes	4	Male	Bachelors	Junior	Big 10 State University 	Computer Science		No	35	Per hour		0	No Stock Offered		"$72,800 "	"$6,067 "	"$76,800 "	12/5/2016 12:51
Susquehanna International Group	Software Engineer Intern	Intern	"Bala Cynwyd, PA"	Private	6933.333333	500	83200	6000			No	No	4	Male	Bachelors	Junior	East Coast Sate University 	Computer Science		No	40	Per hour	500	0	No Stock Offered		"$89,200 "	"$7,433 "	"$89,200 "	12/5/2016 12:53
Applied Materials	Software Engineer 	Full Time	"Gloucester, MA"	Public	6250	0	75000	0	5000	$200 rebate for gym	Yes	Yes	2	Female	Bachelors	Senior	William Smith College	Math and Computer science double major		No	75000	Per year	0	0	ESPP Provided. 15% off of stock. 6 month buying period 		"$75,000 "	"$6,250 "	"$80,000 "	12/5/2016 13:22
Goldman Sachs	Analyst	Full Time	"Chicago, IL"	Public	7083.333333	3300	85000	39600	0	Daily Food Stipend	No	Yes	2	Male	Bachelors	Senior	University of Pennsylvania	Economics		Yes	85000	Per year	3300	25000	No Stock Offered		"$124,600 "	"$10,383 "	"$124,600 "	12/5/2016 16:55
FinTech	Software Engineer Associate	Full Time	East coast	Public	7916.666667	41.66666667	95000	500	12000		No	Yes		Female	Bachelors	Super Senior	East coast state college			No	95000	Per year		2000	USD		"$95,500 "	"$7,958 "	"$107,500 "	12/5/2016 16:57
Hill International	Inspector	Full Time	NYC	Private	5000	0	60000	0	0		Yes	Yes	1	Male	Bachelors	Senior	City college of new york	civil engineering		No	60000	Per year	0	0	No Stock Offered		"$60,000 "	"$5,000 "	"$60,000 "	12/5/2016 18:51
Qualtrics	Software Engineering Intern	Intern	Seattle	Private	6933.333333	1250	83200	15000	0		No	Yes		Male	Bachelors	Junior	UCLA	CS		No	40	Per hour	1250	0	No Stock Offered		"$98,200 "	"$8,183 "	"$98,200 "	12/5/2016 19:49
American Express	Software Engineering Intern	Intern	New York	Public	6000	2000	72000	24000	1500		No	No		Male	Bachelors	Junior	UCLA	CS	"I interned last summer and those are my numbers. The numbers remain the same for my returning offer, except there is a signing bonus."	No	6000	Per month	2000	0	USD		"$96,000 "	"$8,000 "	"$97,500 "	12/5/2016 19:51
BlackRock	Software Engineering Intern	Intern	SF	Public	7080.666667	0	84968	0	0		No	No		Male	Bachelors	Junior	UCLA 	CS		No	40.85	Per hour	0	0	No Stock Offered		"$84,968 "	"$7,081 "	"$84,968 "	12/5/2016 19:53
Series B	Associate	Full Time	"Santa Clara, California"	Series B	5000	5000	60000	60000	0		No	Still considering	7	Male	Masters	Graduate	Pac 12 Conference	Engineering			60000	Per year	5000	5000	Number of Units	4 years with 1 year cliff	"$120,000 "	"$10,000 "	"$120,000 "	12/5/2016 21:24
sandisk	workforce analyst	Full Time	"milpitas, CA"	Public	4333.333333	0	52000	0		"Health care, 401k, 3 weeks pto"	No	Yes		Male	Bachelors	Graduate		I/o psychology		Yes	25	Per hour		0	No Stock Offered		"$52,000 "	"$4,333 "	"$52,000 "	12/5/2016 23:07
Wayfair	Category Associate	Full Time	"Boston, MA"	Public	3750	104.1666667	45000	1250	0		No	Yes	1	Male	Bachelors	Graduate	Connecticut College	Economics		No	45000	Per year	0	5000	USD	5	"$46,250 "	"$3,854 "	"$46,250 "	12/5/2016 23:11
UBS	Investment Analyst	Full Time	New York	Public	12500	1041.666667	150000	12500	90000		Yes	Yes		Male	Masters					No	150000	Per year		50000	USD		"$162,500 "	"$13,542 "	"$252,500 "	12/5/2016 23:27
Hulu	Software Engineer	Full Time	"Seattle, WA"	Private	9583.333333	625	115000	7500	40000		No	Yes		Male	Bachelors	Senior				Yes	115000	Per year		30000	USD	3 years	"$122,500 "	"$10,208 "	"$162,500 "	12/5/2016 23:47
Amazon	Software Development Engineering	Full Time	"Seattle, WA"	Public	9000	1354.166667	108000	16250	47000		No	Yes	4	Female	Masters	Graduate	Cornell University	Computer Science		No	108000	Per year		65000	USD	4 years	"$124,250 "	"$10,354 "	"$171,250 "	12/5/2016 23:48
Yahoo	Software Engineer	Full Time	Sunnyvale	Public	13750	312.5	165000	3750		15000	Prefer not to disclose	Yes		Male	Masters	Graduate	University of Wisconsin	Computer Science			165000	Per year		15000	USD		"$168,750 "	"$14,063 "	"$168,750 "	12/5/2016 23:51
Amazon	SDE I	Full Time	So Cal	Public	8583.333333	1041.666667	103000	12500	27000		No	Yes		Male	Bachelors	Senior	UC Irvine	Computer Engineer		Yes	103000	Per year		50000	USD	"4 year schedule, mainly vested in last two years"	"$115,500 "	"$9,625 "	"$142,500 "	12/6/2016 0:01
Google		Full Time	Anywhere	Public	5200	0	62400	0						Male	Bachelors	Senior	UNLV	public adminstration		No	30	Per hour		0	No Stock Offered		"$62,400 "	"$5,200 "	"$62,400 "	12/6/2016 0:37
Cloudera	Software Engineer	Full Time	"Palo Alto, CA, USA"	Private	10416.66667	3125	125000	37500	15000	"Free lunch, gym membership"	No	Yes	3	Male	Masters	Graduate		Computer Science		Yes	125000	Per year		150000	USD	4 years vesting	"$162,500 "	"$13,542 "	"$177,500 "	12/6/2016 1:53
"E-Commerce, 150 employees"	Software Engineer	Full Time	"Lincoln, Nebraska"	Private	7083.333333	0	85000	0	7000	"Full health-care, gym membership, company trip yearly"	Yes	Yes	10	Male	Bachelors	Senior	University of Nebraska	Computer Science		Yes	85000	Per year		5	Percent of yearly wage	"5 year, quarterly vesting"	"$85,000 "	"$7,083 "	"$92,000 "	12/6/2016 2:36
Carolina Spirits	Entertainment Consultant	Full Time	"Raleigh, NC"	Private	10083.33333	0	121000	0	11000		Yes	Yes		Male	PhD	Graduate				Yes	121000	Per year		0	USD		"$121,000 "	"$10,083 "	"$132,000 "	12/6/2016 3:19
Bloomberg	Software Engineering Intern	Intern	NYC	Private	7453.333333	1819	89440	21828	2000		No	Still considering	2	Male	Bachelors	Junior	Princeton University	Computer Science	Typical technical coding interviews	No	43	Per hour	1819	0	USD		"$111,268 "	"$9,272 "	"$113,268 "	12/6/2016 8:45
Palm Beach County 	Contract/Grants Specialist	Full Time	"West Palm Beach, FL "	Public	4250	0	51000	0			No	Yes	2	Female	Bachelors	Senior	HBCU	Biology		No	51000	Per year		0	USD		"$51,000 "	"$4,250 "	"$51,000 "	12/6/2016 10:16
Oracle	Software Developer	Full Time	Philadelphia	Public	6250	0	75000	0	3000		No	Yes	3	Male	Bachelors	Graduate	Public Ivy	Computer Science		Yes	75000	Per year		0	No Stock Offered		"$75,000 "	"$6,250 "	"$78,000 "	12/6/2016 10:29
Polaris Industries	MBA Operations Intern	Intern	"Minneapolis, MN"	Public	5893.333333	0	70720	0	3000		Yes	Yes		Male	Masters	Graduate	Brigham Young University	Masters of Business Administration		No	34	Per hour	0	0	No Stock Offered		"$70,720 "	"$5,893 "	"$73,720 "	12/6/2016 10:48
Facebook		Intern	Menlo Park	Public	8000	1000	96000	12000			No	Yes		Male	Bachelors	Sophomore					8000	Per month	1000	0	No Stock Offered		"$108,000 "	"$9,000 "	"$108,000 "	12/6/2016 10:56
Ford Motor Company	Product Development Engineer	Full Time	"Dearborn, Michigan"	Public	6166.666667	0	74000	0	5000	Interns housing is covered.	No	No		Male	Bachelors	Senior	Northwestern	Mechanical Engineering		Yes	74000	Per year		0	USD		"$74,000 "	"$6,167 "	"$79,000 "	12/6/2016 11:07
Facebook	Engineer	Full Time	San Mateo	Public	11250	3125	135000	37500	20000		No	No	0	Male	Bachelors	Graduate	Michigan			No	135000	Per year		150000	USD	"4 years, 1 year cliff"	"$172,500 "	"$14,375 "	"$192,500 "	12/6/2016 11:07
Delta Air Lines	MBA Finance Associate	Full Time	"Atlanta, GA"	Public	8583.333333	0	103000	0	15000	"Free flights on Delta, 3% automatic 401K contribution plus 6% match, Profit Sharing averaging 15% base salary a year."	No	Yes	6	Male	Masters	Graduate	University of Utah	MBA		Yes	103000	Per year	0	0	USD		"$103,000 "	"$8,583 "	"$118,000 "	12/6/2016 12:10
Captial One	Software Engineer	Full Time	Midwest	Public	5833.333333	0	70000	0	5000		No	Yes	1	yes	Bachelors	Senior	Midwest	Computer Science and Engineering			70000	Per year	0	0	No Stock Offered		"$70,000 "	"$5,833 "	"$75,000 "	12/6/2016 12:15
AT&T	Associate-Applications Developer	Full Time	New Jersey	Public	5916.666667	0	71000	0	3000		No	Yes	15	Male	Bachelors	Senior		Computer Science		No	71000	Per year		0	No Stock Offered		"$71,000 "	"$5,917 "	"$74,000 "	12/6/2016 12:32
Huron Consulting Group	Analyst	Full Time	US	Public	5666.666667	0	68000	0	6000		No	Yes		Male	Bachelors		Indiana University	Finance			68000	Per year		0	USD		"$68,000 "	"$5,667 "	"$74,000 "	12/6/2016 13:36
Hewlett Packard Enterprise	Financial Analyst	Full Time	Palo Alto	Public	5416.666667	0	65000	0	0		No	Yes		Male	Bachelors	Graduate	Santa Clara University	Finance		Yes	65000	Per year	0	0	No Stock Offered	0	"$65,000 "	"$5,417 "	"$65,000 "	12/6/2016 13:37
Yelp	Account Executive	Full Time	"San Francisco, California, USA"	Public	3000	104.1666667	36000	1250			No	Yes	2	Male	Bachelors	Senior	San Jose State	Business Management		No	36000	Per year		5000	USD		"$37,250 "	"$3,104 "	"$37,250 "	12/6/2016 14:04
Education space	Software engineer	Full Time	San Jose	Seed	8750	0	105000	0			No	Still considering	1	Male	Bachelors	Senior				No	105000	Per year		0	USD		"$105,000 "	"$8,750 "	"$105,000 "	12/6/2016 14:25
DOW Chemical	admin asst.	Full Time	"Charleston, WV"	Public	4250	31.25	51000	375			No	Yes	8	Female	High School	Didn't attend college	Ross	medical coding		No	51000	Per year		1500	USD		"$51,375 "	"$4,281 "	"$51,375 "	12/6/2016 14:31
Cancer Treatment Centers of America		Full Time	Georgia	Private	3833.333333	0	46000	0		gym membership	No	Yes	3	Male	Masters	Graduate				Yes	46000	Per year		0	No Stock Offered		"$46,000 "	"$3,833 "	"$46,000 "	12/6/2016 14:56
National Instruments	Software Engineer	Full Time	"Austin, TX"	Public	5625	0	67500	0			No	Still considering		Male	Bachelors					No	67500	Per year		0	Number of Units		"$67,500 "	"$5,625 "	"$67,500 "	12/6/2016 14:58
Zillow	Software Development Engineer	Full Time	Seattle	Public	9166.666667	0	110000	0	40000	"gym membership,  free lunch, free medical insurance, commute support"	Yes	Yes	3	Male	Masters	Graduate	Carnegie Mellon University	Information Systems and Management	Full stack	No	110000	Per year		3300	Number of Units	4 yrs. 25% first year and vest equally each quarter	"$110,000 "	"$9,167 "	"$150,000 "	12/6/2016 15:25
Mars Chocolate North America 	Associate Project Engineer	Full Time	"Chicago, IL, USA"	Private	6250	0	75000	0	8000		No	Yes		Female	Bachelors	Super Senior	PENN STATE University 	Chemical Engineering		Yes	75000	Per year		0	No Stock Offered		"$75,000 "	"$6,250 "	"$83,000 "	12/6/2016 15:44
15 people in financial services	Investment Consultant	Full Time	DC Metro Area	Public	4166.666667	0	50000	0		"Dental, Eye, L/T & S/T disability, Life"	Yes	Yes	8	Male	Bachelors	Senior	Northeastern	Finance and Management		No	50000	Per year		0	USD		"$50,000 "	"$4,167 "	"$50,000 "	12/6/2016 15:48
Yahoo	Super intern	Full Time	San Francsico	Public	3750	0	45000	0	0		Yes	Yes		Male	Bachelors	Graduate	UC Irvine			No	45000	Per year	0	0	Number of Units		"$45,000 "	"$3,750 "	"$45,000 "	12/6/2016 16:23
Mondelez international	regional sales analyst	Full Time	Wilkes Barre PA USA	Public	3166.666667	0	38000	0	0	YOU GET TO TRY THE NEW PRODUCTS COMING OUT 	Yes	Yes	2	Male	Bachelors	Senior	pennsylvania college of technology	banking and finance		No	38000	Per year	0	0	USD	2 YEARS	"$38,000 "	"$3,167 "	"$38,000 "	12/6/2016 16:42
Farm Service Agency	Loan Officer	Full Time	"Mill Hall,  PA  USA "	Goverment 	3336.083333	0	40033	0	0	4 day work weeks	Yes	Yes	6	Male	Bachelors	Senior	pennsylvania college of technology	banking and finance	Job security 	No	40033	Per year	0	0	No Stock Offered		"$40,033 "	"$3,336 "	"$40,033 "	12/6/2016 16:45
"Ernst & Young - Audit, tax planning and business advisory"	Technical Advisory Intern	Intern	San Francisco	Private	5000	0	60000	0						Male	Bachelors	Junior	Public university in California				5000	Per month		0	No Stock Offered		"$60,000 "	"$5,000 "	"$60,000 "	12/6/2016 17:28
